NoOfItem,MaxNoOfItem,Item-Branch Key,Order Number,DateKey
2,8,CR-10700,214220,38294
1,2,CR-10787,214436,38295
2,2,CR-10806,214436,38295
1,3,CR-10877,214885,38302
2,3,CR-10264,214885,38302
3,3,CR-10264,214885,38302
1,2,CR-10911,215446,38309
2,2,CR-10011,215446,38309
1,4,CR-10492,200062,38119
3,4,CR-10492,200062,38119
4,4,CR-10813,200062,38119
2,4,CR-10882,200062,38119
1,1,CR-10533,200109,38141
1,1,CR-10642,200225,38170
2,2,CR-10294,212547,38302
1,2,CR-10316,212547,38302
1,1,CR-10057,212739,38273
2,2,CR-10251,212945,38308
1,2,CR-10787,212945,38308
18,41,CR-10799,211562,38255
40,41,CR-10197,211562,38255
3,41,CR-10385,211562,38255
15,41,CR-10385,211562,38255
8,41,CR-10683,211562,38255
17,41,CR-10565,211562,38255
10,41,CR-10593,211562,38255
22,41,CR-10554,211562,38255
21,41,CR-10898,211562,38255
34,41,CR-10951,211562,38255
29,41,CR-10853,211562,38255
24,41,CR-10009,211562,38255
31,41,CR-10384,211562,38255
38,41,CR-10889,211562,38255
23,41,CR-10592,211562,38255
25,41,CR-10569,211562,38255
14,41,CR-10052,211562,38255
9,41,CR-10890,211562,38255
2,41,CR-10591,211562,38255
39,41,CR-10068,211562,38255
12,41,CR-10731,211562,38255
32,41,CR-10218,211562,38255
37,41,CR-10383,211562,38255
1,41,CR-10190,211562,38255
41,41,CR-10633,211562,38255
35,41,CR-10908,211562,38255
5,41,CR-10818,211562,38255
36,41,CR-10006,211562,38255
7,41,CR-10047,211562,38255
16,41,CR-10034,211562,38255
13,41,CR-10053,211562,38255
11,41,CR-10171,211562,38255
20,41,CR-10575,211562,38255
6,41,CR-10033,211562,38255
30,41,CR-10061,211562,38255
19,41,CR-10674,211562,38255
28,41,CR-10985,211562,38255
27,41,CR-10057,211562,38255
4,41,CR-10062,211562,38255
33,41,CR-10060,211562,38255
26,41,CR-10984,211562,38255
13,23,CR-10799,209618,38232
7,23,CR-10197,209618,38232
12,23,CR-10067,209618,38232
2,23,CR-10554,209618,38232
16,23,CR-10094,209618,38232
4,23,CR-10384,209618,38232
9,23,CR-10521,209618,38239
5,23,CR-10890,209618,38232
11,23,CR-10326,209618,38232
22,23,CR-10252,209618,38232
8,23,CR-10383,209618,38232
19,23,CR-10391,209618,38273
1,23,CR-10607,209618,38232
15,23,CR-10250,209618,38239
21,23,CR-10388,209618,38232
3,23,CR-10207,209618,38259
18,23,CR-10830,209618,38232
20,23,CR-10386,209618,38232
14,23,CR-10389,209618,38232
6,23,CR-10414,209618,38232
17,23,CR-10530,209618,38273
10,23,CR-10184,209618,38232
23,23,CR-10577,209618,38232
1,2,CR-10593,209805,38227
2,2,CR-10591,209805,38227
1,2,CR-10098,209997,38238
2,2,CR-10903,209997,38238
3,4,CR-10619,210181,38235
2,4,CR-10668,210181,38235
1,4,CR-11100,210181,38235
4,4,CR-11100,210181,38235
2,2,CR-10531,210562,38240
1,2,CR-10261,210562,38240
2,2,CR-10889,210763,38253
1,2,CR-10327,210763,38253
1,2,CR-10403,208043,38227
2,2,CR-10723,208043,38227
2,2,CR-10294,208616,38214
1,2,CR-10877,208616,38214
2,2,CR-10690,208818,38214
1,2,CR-10487,208818,38214
2,2,CR-10065,206462,38210
1,2,CR-10529,206462,38210
6,9,CR-10507,206655,38192
5,9,CR-10507,206655,38185
4,9,CR-10564,206655,38192
8,9,CR-10564,206655,38185
3,9,CR-10009,206655,38197
1,9,CR-10101,206655,38192
2,9,CR-10101,206655,38185
9,9,CR-10871,206655,38227
7,9,CR-10266,206655,38192
2,11,CR-10385,206875,38189
11,11,CR-10065,206875,38189
7,11,CR-10384,206875,38189
3,11,CR-10731,206875,38189
10,11,CR-10990,206875,38197
6,11,CR-10940,206875,38189
4,11,CR-10383,206875,38197
9,11,CR-10876,206875,38189
8,11,CR-10529,206875,38197
1,11,CR-10250,206875,38189
5,11,CR-10414,206875,38189
1,3,CR-10644,207066,38197
2,3,CR-10214,207066,38197
3,3,CR-10214,207066,38197
1,1,CR-10520,207458,38239
2,2,CR-10307,207653,38200
1,2,CR-10690,207653,38200
2,2,CR-10065,204092,38140
1,2,CR-10688,204092,38140
3,9,CR-10043,204287,38144
2,9,CR-10059,204287,38151
4,9,CR-10052,204287,38144
8,9,CR-10721,204287,38165
6,9,CR-10964,204287,38144
7,9,CR-10102,204287,38144
1,9,CR-10900,204287,38144
9,9,CR-10057,204287,38165
5,9,CR-10189,204287,38151
1,2,CR-10957,204487,38147
2,2,CR-10875,204487,38147
2,3,CR-10605,204683,38148
1,3,CR-10989,204683,38148
3,3,CR-10989,204683,38148
2,2,CR-10519,204881,38149
1,2,CR-10267,204881,38149
1,1,PC-10343,205075,38183
1,2,CR-10592,205278,38162
2,2,CR-10689,205278,38162
1,3,CR-10414,205873,38168
2,3,CR-10722,205873,38168
3,3,CR-10722,205873,38168
1,2,CR-10511,206068,38210
2,2,CR-11021,206068,38210
1,2,CR-10190,206263,38176
2,2,CR-10962,206263,38176
3,11,CR-10951,202501,38116
1,11,CR-10031,202501,38116
2,11,CR-10059,202501,38129
7,11,CR-10035,202501,38116
6,11,CR-10248,202501,38116
5,11,CR-10950,202501,38116
4,11,CR-10292,202501,38129
10,11,CR-10053,202501,38116
8,11,CR-10033,202501,38116
9,11,CR-10051,202501,38116
11,11,CR-10057,202501,38116
2,2,CR-10569,202697,38121
1,2,CR-10591,202697,38121
1,2,CR-10594,203092,38122
2,2,CR-10899,203092,38122
2,3,CR-10898,203499,38128
1,3,CR-10874,203499,38128
3,3,CR-10874,203499,38128
1,1,CR-10583,200331,38197
1,4,CR-10836,200519,38253
4,4,CR-10841,200519,38253
2,4,CR-10838,200519,38253
3,4,CR-10820,200519,38253
1,2,CR-10818,201290,38112
2,2,CR-10803,201290,38112
1,2,CR-10872,201505,38106
2,2,CR-10394,201505,38106
2,2,CR-10836,202116,38113
1,2,CR-10414,202116,38113
5,6,CR-10403,202306,38213
6,6,CR-10898,202306,38213
3,6,CR-10334,202306,38213
1,6,CR-10307,202306,38213
4,6,CR-10690,202306,38213
2,6,CR-10211,202306,38213
1,1,CR-10568,213570,38283
1,2,CR-10903,214219,38291
2,2,CR-10290,214219,38291
1,1,CR-10987,215123,38303
2,2,CR-10518,215442,38308
1,2,CR-10527,215442,38308
1,4,CR-10684,211561,38254
4,4,CR-10247,211561,38254
3,4,CR-10871,211561,38254
2,4,CR-10870,211561,38254
2,2,CR-10212,211751,38263
1,2,CR-11008,211751,38263
1,2,CR-10943,212152,38263
2,2,CR-10260,212152,38263
2,2,CR-10594,212342,38268
1,2,CR-10686,212342,38268
1,3,CR-10972,212546,38269
3,3,CR-10967,212546,38269
2,3,CR-10901,212546,38269
2,4,CR-10799,213150,38277
3,4,CR-10385,213150,38277
1,4,CR-10028,213150,38277
4,4,CR-10818,213150,38277
2,4,CR-10346,213354,38280
1,4,CR-10112,213354,38280
3,4,CR-10112,213354,38280
4,4,CR-10283,213354,38280
2,2,CR-10358,209423,38221
1,2,CR-10896,209423,38221
4,4,CR-10533,209617,38228
2,4,CR-10287,209617,38228
3,4,CR-10087,209617,38228
1,4,CR-10345,209617,38228
1,2,CR-10259,210180,38235
2,2,CR-10707,210180,38235
1,6,CR-10211,210368,38241
4,6,CR-10288,210368,38241
2,6,CR-10607,210368,38242
5,6,CR-10024,210368,38239
6,6,CR-10291,210368,38242
3,6,CR-10291,210368,38239
2,2,CR-10077,210561,38245
1,2,CR-11001,210561,38245
4,4,CR-10586,210960,38247
1,4,CR-10368,210960,38247
3,4,CR-10587,210960,38247
2,4,CR-10188,210960,38247
1,2,CR-10932,211164,38249
2,2,CR-10325,211164,38249
2,2,CR-10683,207652,38207
1,2,CR-10020,207652,38207
1,2,CR-10254,207849,38203
2,2,CR-10107,207849,38203
1,2,CR-10731,208042,38204
2,2,CR-10527,208042,38204
2,5,CR-10031,208230,38206
4,5,CR-10421,208230,38206
1,5,CR-10402,208230,38206
3,5,CR-10402,208230,38206
5,5,CR-10402,208230,38206
2,2,CR-10505,208426,38214
1,2,CR-10649,208426,38214
4,5,CR-10505,208817,38214
3,5,CR-10565,208817,38214
5,5,CR-10999,208817,38214
1,5,CR-10035,208817,38214
2,5,CR-10519,208817,38214
1,1,CR-10834,209004,38219
1,1,CR-10408,209208,38220
8,20,CR-10564,205872,38233
11,20,CR-10999,205872,38203
9,20,CR-10714,205872,38203
19,20,CR-10363,205872,38203
2,20,CR-10338,205872,38233
20,20,CR-10338,205872,38239
14,20,CR-10104,205872,38203
6,20,CR-10105,205872,38203
7,20,CR-10105,205872,38224
5,20,CR-10106,205872,38203
4,20,CR-10108,205872,38203
12,20,CR-10103,205872,38203
15,20,CR-10585,205872,38203
3,20,CR-10331,205872,38203
1,20,CR-10540,205872,38224
18,20,CR-10540,205872,38233
13,20,CR-10985,205872,38239
16,20,CR-10107,205872,38203
10,20,CR-10336,205872,38203
17,20,CR-10337,205872,38203
1,1,CR-10565,206067,38175
1,2,CR-10212,206262,38176
2,2,CR-10244,206262,38176
2,2,CR-10565,206461,38210
1,2,CR-10285,206461,38210
2,2,CR-10565,206654,38218
1,2,CR-10719,206654,38218
2,2,CR-10565,207065,38189
1,2,CR-10193,207065,38189
1,2,CR-10329,203894,38136
2,2,CR-10284,203894,38136
1,2,CR-10043,204286,38141
2,2,CR-10724,204286,38141
1,2,CR-10522,204486,38214
2,2,CR-10017,204486,38214
1,3,CR-10104,204682,38148
2,3,CR-10104,204682,38148
3,3,CR-10329,204682,38148
1,3,CR-10222,204880,38161
3,3,CR-10222,204880,38150
2,3,CR-10801,204880,38150
2,4,CR-10609,205074,38154
3,4,CR-10341,205074,38154
1,4,CR-10228,205074,38154
4,4,CR-10324,205074,38154
1,1,CR-10682,205277,38161
1,27,CR-10799,202893,38123
14,27,CR-10505,202893,38123
19,27,CR-10554,202893,38123
22,27,CR-10196,202893,38123
13,27,CR-10065,202893,38123
25,27,CR-10347,202893,38123
8,27,CR-10569,202893,38123
21,27,CR-10203,202893,38123
2,27,CR-10489,202893,38123
24,27,CR-10890,202893,38123
20,27,CR-10186,202893,38123
23,27,CR-10731,202893,38123
16,27,CR-10644,202893,38123
12,27,CR-10618,202893,38123
18,27,CR-10642,202893,38123
10,27,CR-10383,202893,38123
3,27,CR-10190,202893,38123
15,27,CR-10633,202893,38144
26,27,CR-10110,202893,38123
17,27,CR-10562,202893,38144
11,27,CR-10818,202893,38137
6,27,CR-10800,202893,38123
27,27,CR-10694,202893,38123
4,27,CR-10205,202893,38123
9,27,CR-10325,202893,38123
5,27,CR-10575,202893,38123
7,27,CR-10883,202893,38123
3,3,CR-10212,203091,38122
1,3,CR-10984,203091,38122
2,3,CR-10984,203091,38122
1,2,CR-10029,203292,38127
2,2,CR-10323,203292,38127
7,9,CR-10505,201075,38141
6,9,CR-10697,201075,38151
1,9,CR-10506,201075,38137
4,9,CR-10671,201075,38144
5,9,CR-10670,201075,38141
2,9,CR-10504,201075,38141
9,9,CR-10102,201075,38151
8,9,CR-10833,201075,38141
3,9,CR-10516,201075,38137
2,6,CR-10834,201289,38137
3,6,CR-10639,201289,38130
1,6,CR-10526,201289,38109
6,6,CR-10860,201289,38130
4,6,CR-10681,201289,38109
5,6,CR-10871,201289,38109
2,2,CR-10376,201717,38114
1,2,CR-10486,201717,38114
1,1,CR-10178,201906,38107
1,2,CR-10186,202115,38109
2,2,CR-10655,202115,38109
2,2,CR-10998,202305,38115
1,2,CR-10403,202305,38115
2,4,CR-10672,200152,38151
1,4,CR-10035,200152,38151
4,4,CR-10880,200152,38151
3,4,CR-10590,200152,38151
2,4,CR-10514,200330,38197
3,4,CR-10583,200330,38197
1,4,CR-10109,200330,38197
4,4,CR-10111,200330,38197
1,1,CR-10731,200561,38262
2,3,CR-10110,215439,38309
1,3,CR-10109,215439,38309
3,3,CR-10111,215439,38309
3,14,CR-10799,214218,38294
13,14,CR-10505,214218,38294
11,14,CR-10196,214218,38294
14,14,CR-10889,214218,38294
1,14,CR-10347,214218,38294
8,14,CR-10543,214218,38294
4,14,CR-10890,214218,38294
6,14,CR-10068,214218,38294
5,14,CR-10276,214218,38294
2,14,CR-10654,214218,38294
9,14,CR-10649,214218,38308
12,14,CR-10205,214218,38294
7,14,CR-10718,214218,38308
10,14,CR-10884,214218,38294
1,1,CR-10101,214434,38296
2,2,CR-10240,214665,38297
1,2,CR-10303,214665,38297
4,5,CR-10197,211560,38259
3,5,CR-10692,211560,38259
2,5,CR-10680,211560,38259
1,5,CR-10911,211560,38259
5,5,CR-10011,211560,38259
1,1,CR-10731,211951,38280
1,1,CR-10094,212151,38266
3,3,CR-10046,212544,38268
1,3,CR-10100,212544,38268
2,3,CR-10997,212544,38268
2,6,CR-10238,212737,38273
5,6,CR-10609,212737,38273
4,6,CR-10239,212737,38273
3,6,CR-10076,212737,38273
1,6,CR-10612,212737,38273
6,6,CR-10228,212737,38273
3,5,CR-10385,213569,38284
2,5,CR-10856,213569,38283
4,5,CR-10515,213569,38283
1,5,CR-10186,213569,38284
5,5,CR-10681,213569,38284
1,2,CR-10295,213780,38287
2,2,CR-10893,213780,38287
2,2,CR-10489,213990,38296
1,2,CR-10375,213990,38296
2,4,CR-10593,208816,38217
4,4,CR-10591,208816,38227
1,4,CR-10636,208816,38227
3,4,CR-10892,208816,38217
2,2,CR-10836,209422,38224
1,2,CR-10837,209422,38224
1,1,CR-10679,209616,38228
1,2,CR-10832,209803,38228
2,2,CR-10171,209803,38228
3,3,CR-10859,209995,38233
1,3,CR-10283,209995,38233
2,3,CR-10283,209995,38233
1,2,CR-10099,210179,38255
2,2,CR-10527,210179,38255
1,1,CR-10802,210367,38239
1,2,CR-10310,210560,38240
2,2,CR-10524,210560,38240
1,3,CR-10871,210959,38246
2,3,CR-10871,210959,38246
3,3,CR-10619,210959,38246
1,1,CR-10556,211163,38287
1,3,CR-10514,211355,38253
3,3,CR-10628,211355,38253
2,3,CR-10567,211355,38253
1,2,CR-10565,206066,38175
2,2,CR-10513,206066,38175
2,2,CR-10374,206261,38177
1,2,CR-10840,206261,38177
2,2,CR-10605,206460,38254
1,2,CR-10014,206460,38296
3,4,CR-10238,206873,38189
1,4,CR-10315,206873,38189
2,4,CR-10796,206873,38199
4,4,CR-10012,206873,38199
2,3,CR-10672,207064,38189
1,3,CR-10212,207064,38189
3,3,CR-10212,207064,38189
1,2,CR-10847,207263,38193
2,2,CR-10957,207263,38193
1,1,CR-10606,207456,38193
1,2,CR-10098,207651,38245
2,2,CR-10611,207651,38245
2,2,CR-10533,207848,38203
1,2,CR-10187,207848,38203
1,2,CR-10007,208041,38205
2,2,CR-10797,208041,38205
1,1,CR-10512,203893,38142
1,2,CR-10796,204090,38154
2,2,CR-10373,204090,38154
2,2,CR-10554,204485,38147
1,2,CR-10956,204485,38147
1,2,CR-10097,204879,38190
2,2,CR-10569,204879,38190
3,3,CR-10069,205073,38156
1,3,CR-11373,205073,38156
2,3,CR-11373,205073,38156
1,2,CR-10943,205276,38161
2,2,CR-10869,205276,38161
1,1,CR-10594,205672,38191
2,11,CR-10951,202499,38116
4,11,CR-10031,202499,38116
5,11,CR-10059,202499,38130
1,11,CR-10035,202499,38116
7,11,CR-10950,202499,38116
3,11,CR-10257,202499,38130
6,11,CR-10053,202499,38116
9,11,CR-10087,202499,38116
8,11,CR-10033,202499,38116
10,11,CR-10051,202499,38116
11,11,CR-10057,202499,38116
2,2,CR-10514,202695,38119
1,2,CR-10320,202695,38119
2,2,CR-10026,203090,38122
1,2,CR-10680,203090,38122
6,11,CR-10363,203497,38147
7,11,CR-10338,203497,38161
2,11,CR-10104,203497,38147
3,11,CR-10105,203497,38147
5,11,CR-10106,203497,38147
9,11,CR-10585,203497,38147
10,11,CR-10372,203497,38154
1,11,CR-10540,203497,38154
8,11,CR-10603,203497,38161
11,11,CR-10107,203497,38147
4,11,CR-10337,203497,38147
2,4,CR-10091,201288,38112
1,4,CR-10371,201288,38106
4,4,CR-10871,201288,38106
3,4,CR-10542,201288,38112
1,1,PC-10010,217752,38060
2,2,CR-10602,201716,38114
1,2,CR-10394,201716,38114
1,2,CR-10012,201905,38122
2,2,CR-10178,201905,38122
1,2,CR-10533,202304,38126
2,2,CR-10983,202304,38126
4,7,CR-10241,214882,38301
6,7,CR-10390,214882,38301
1,7,CR-10713,214882,38301
2,7,CR-10247,214882,38301
7,7,CR-10391,214882,38301
5,7,CR-10229,214882,38301
3,7,CR-10389,214882,38301
1,2,CR-10086,215438,38309
2,2,CR-10086,215438,38309
2,2,CR-10108,200151,38151
1,2,CR-10529,200151,38151
1,2,CR-10396,200329,38199
2,2,CR-10396,200329,38199
1,1,CR-10587,200560,38262
1,1,CR-10598,201074,38107
1,3,CR-10254,212150,38262
2,3,CR-10085,212150,38262
3,3,CR-10085,212150,38262
1,2,CR-10401,212340,38269
2,2,CR-10272,212340,38269
3,3,CR-10197,212543,38269
1,3,CR-10011,212543,38269
2,3,CR-10586,212543,38269
1,1,CR-10726,212943,38308
1,1,CR-10272,213148,38276
1,2,CR-10025,213352,38280
2,2,CR-10336,213352,38280
1,1,CR-10282,213568,38283
1,2,CR-10383,213779,38305
2,2,CR-10370,213779,38305
4,8,CR-10799,214217,38294
3,8,CR-10067,214217,38294
5,8,CR-10565,214217,38308
7,8,CR-10065,214217,38294
1,8,CR-10347,214217,38294
2,8,CR-10717,214217,38294
8,8,CR-10205,214217,38294
6,8,CR-10997,214217,38308
7,10,CR-10502,210178,38239
2,10,CR-10690,210178,38239
10,10,CR-10828,210178,38239
4,10,CR-10187,210178,38239
8,10,CR-10660,210178,38239
6,10,CR-10190,210178,38239
3,10,CR-10860,210178,38267
5,10,CR-10818,210178,38239
1,10,CR-10682,210178,38239
9,10,CR-10209,210178,38267
2,2,CR-10400,210366,38239
1,2,CR-10627,210366,38239
2,4,CR-10400,210559,38242
4,4,CR-10401,210559,38242
3,4,CR-10917,210559,38242
1,4,CR-10916,210559,38242
2,2,CR-10024,210760,38242
1,2,CR-10912,210760,38242
1,1,CR-10385,210957,38248
1,2,CR-10527,211162,38255
2,2,CR-10369,211162,38255
1,3,CR-10653,211354,38253
3,3,CR-10653,211354,38253
2,3,CR-10582,211354,38253
2,2,CR-10388,207650,38200
1,2,CR-10926,207650,38200
1,3,CR-10196,207847,38200
3,3,CR-10866,207847,38200
2,3,CR-10649,207847,38200
1,3,CR-10827,208040,38206
2,3,CR-10690,208040,38206
3,3,CR-10083,208040,38206
3,4,CR-10035,208228,38207
1,4,CR-10329,208228,38207
2,4,CR-10255,208228,38207
4,4,CR-10255,208228,38207
1,1,CR-10023,208613,38212
2,2,CR-10236,208815,38254
1,2,CR-10527,208815,38254
2,2,CR-10911,209206,38233
1,2,CR-10011,209206,38233
3,3,CR-10818,209421,38225
1,3,CR-10233,209421,38225
2,3,CR-10233,209421,38225
2,2,CR-10268,204484,38147
1,2,CR-10714,204484,38147
2,2,CR-10037,204680,38155
1,2,CR-10884,204680,38155
1,1,CR-10670,205275,38161
1,1,CR-10550,205671,38177
4,4,CR-10889,205869,38179
2,4,CR-10584,205869,38179
3,4,CR-10639,205869,38179
1,4,CR-10107,205869,38179
2,2,CR-10022,206065,38175
1,2,CR-10339,206065,38175
3,4,CR-10248,206260,38177
1,4,CR-10802,206260,38177
4,4,CR-10803,206260,38177
2,4,CR-10367,206260,38177
1,1,CR-10715,206459,38183
1,1,CR-10528,206651,38211
1,2,CR-10996,206872,38184
2,2,CR-10420,206872,38184
1,3,CR-10375,207063,38189
2,3,CR-10491,207063,38189
3,3,CR-10491,207063,38189
1,1,CR-10094,207262,38217
1,2,CR-10307,207455,38193
2,2,CR-10964,207455,38193
2,3,CR-10981,203291,38127
1,3,CR-10509,203291,38127
3,3,CR-10509,203291,38127
2,2,CR-10365,203496,38128
1,2,CR-11241,203496,38128
8,18,CR-10799,204089,38144
16,18,CR-10898,204089,38144
9,18,CR-10968,204089,38144
3,18,CR-10973,204089,38144
2,18,CR-10065,204089,38144
4,18,CR-10384,204089,38144
7,18,CR-10928,204089,38144
5,18,CR-10890,204089,38151
17,18,CR-10081,204089,38151
14,18,CR-10731,204089,38144
11,18,CR-10281,204089,38186
6,18,CR-10649,204089,38144
13,18,CR-10967,204089,38165
18,18,CR-10529,204089,38144
10,18,CR-10207,204089,38165
1,18,CR-10901,204089,38144
12,18,CR-10677,204089,38179
15,18,CR-10865,204089,38144
1,2,CR-10366,204284,38227
2,2,CR-10423,204284,38227
17,26,CR-10799,202694,38119
25,26,CR-10197,202694,38134
22,26,CR-10565,202694,38119
6,26,CR-10593,202694,38140
10,26,CR-10554,202694,38119
5,26,CR-10898,202694,38119
8,26,CR-10196,202694,38119
9,26,CR-10384,202694,38119
23,26,CR-10521,202694,38126
20,26,CR-10855,202694,38119
18,26,CR-10208,202694,38119
13,26,CR-10576,202694,38119
2,26,CR-10515,202694,38119
16,26,CR-10363,202694,38140
14,26,CR-10363,202694,38119
7,26,CR-10383,202694,38119
19,26,CR-10633,202694,38140
4,26,CR-10306,202694,38119
11,26,CR-10250,202694,38119
24,26,CR-10207,202694,38119
21,26,CR-10541,202694,38182
1,26,CR-10386,202694,38134
26,26,CR-10570,202694,38119
12,26,CR-10530,202694,38119
3,26,CR-10184,202694,38119
15,26,CR-10364,202694,38126
6,19,CR-10197,202891,38142
11,19,CR-10385,202891,38121
7,19,CR-10384,202891,38121
19,19,CR-10568,202891,38121
5,19,CR-10592,202891,38135
16,19,CR-10080,202891,38142
17,19,CR-10569,202891,38142
10,19,CR-10186,202891,38121
14,19,CR-10864,202891,38121
9,19,CR-10832,202891,38164
12,19,CR-10206,202891,38156
15,19,CR-10986,202891,38142
4,19,CR-10287,202891,38156
13,19,CR-10386,202891,38121
18,19,CR-10291,202891,38142
1,19,CR-10319,202891,38164
3,19,CR-10387,202891,38121
2,19,CR-10668,202891,38164
8,19,CR-10816,202891,38156
1,1,CR-10391,201503,38109
1,2,CR-10609,201715,38107
2,2,CR-10305,201715,38107
1,3,CR-10799,201904,38109
3,3,CR-10385,201904,38109
2,3,CR-10698,201904,38122
4,4,CR-10599,202113,38113
3,4,CR-10508,202113,38164
2,4,CR-10205,202113,38113
1,4,CR-10171,202113,38113
2,2,CR-10527,215432,38308
1,2,CR-10652,215432,38308
1,1,CR-10106,200516,38252
1,14,CR-10197,213147,38283
8,14,CR-10279,213147,38283
3,14,CR-10196,213147,38283
11,14,CR-10196,213147,38283
12,14,CR-10059,213147,38283
7,14,CR-10972,213147,38283
9,14,CR-10584,213147,38283
6,14,CR-10630,213147,38283
2,14,CR-10100,213147,38283
13,14,CR-10967,213147,38283
14,14,CR-10967,213147,38283
4,14,CR-10607,213147,38283
5,14,CR-10290,213147,38283
10,14,CR-10873,213147,38283
1,2,PC-10414,213350,38281
2,2,PC-10184,213350,38281
1,2,CR-10384,213567,38283
2,2,CR-10069,213567,38283
3,3,CR-10252,213778,38287
2,3,CR-10734,213778,38287
1,3,CR-10632,213778,38287
4,5,CR-10683,214881,38302
5,5,CR-10068,214881,38302
2,5,CR-10680,214881,38302
3,5,CR-10412,214881,38302
1,5,CR-10021,214881,38302
1,2,CR-10383,211353,38253
2,2,CR-10863,211353,38277
1,2,CR-10409,211748,38260
2,2,CR-10398,211748,38260
1,4,CR-10507,211949,38261
3,4,CR-10409,211949,38261
4,4,CR-10724,211949,38261
2,4,CR-10823,211949,38261
1,3,CR-10080,212149,38263
2,3,CR-10674,212149,38263
3,3,CR-10085,212149,38263
1,2,CR-10886,212339,38267
2,2,CR-10915,212339,38267
5,10,CR-10799,212735,38275
2,10,CR-10074,212735,38275
8,10,CR-10924,212735,38275
9,10,CR-10076,212735,38275
1,10,CR-10731,212735,38275
7,10,CR-10601,212735,38275
10,10,CR-10823,212735,38303
3,10,CR-10329,212735,38275
6,10,CR-10034,212735,38303
4,10,CR-10075,212735,38275
2,2,CR-10108,212942,38275
1,2,CR-10608,212942,38275
18,20,CR-10197,209420,38224
16,20,CR-10492,209420,38259
13,20,CR-10507,209420,38224
5,20,CR-10554,209420,38224
8,20,CR-10855,209420,38224
17,20,CR-10672,209420,38259
6,20,CR-10203,209420,38224
20,20,CR-10360,209420,38224
